Id da Instalação;Id do Equipamento;Nome;Id Tipo de Equipamento;Tipo de Rede;Agente Proprietário;Número da Outorga;Capacidade CPST Longa sem Limitação (A);Capacidade CPST Curta sem Limitação (A);Capacidade CPST Longa com Limitação (A);Capacidade CPST Curta com Limitação (A);Fator Limitante de Longa;Fator Limitante de Curta;Resistência (%);Reatância Fixa (%);Susceptância Shunt (MVAr);Comprimento (Km);Tipo do Cabo Pára-raio;Tensão;Data de Necessidade do SIN;Data Entrada;Data Prevista
RSFAR ;RSFAR-2SCH21        ;LT  230 kV FARROUPILHA          / SCHARLAU 2           C 1  RS          ;LTR;BASICA         ;CPFL TRANSMISSAO S.A.                                          ;1364/08   ;450;639;450;639;;;1.67;6.20;12;71;;230;31/12/2006;16/11/2015;15/11/2015
CEUTPD;CEUTPD2PCM-1        ;LT  230 kV PORTO PECEM II       / ENERGIA PECEM        C 1  CE          ;LTR;COMPLEMENTAR   ;PECEM II GERAÇÃO DE ENERGIA SA                                 ;;;;;;;;0.00;0.01;0;0;;230;;01/12/2012;31/03/2013
PBEPA ;PBEPA-2UTP-1        ;LT  230 kV EPASA                / TERMOPARAIBA         C A1 PB          ;LTR;COMPLEMENTAR   ;CENTRAIS ELÉTRICAS DA PARAÍBA S.A                              ;;;;;;;;0.01;0.01;0;0;;230;;13/01/2011;31/01/2011
PBEPA ;PBEPA-2UTN-1        ;LT  230 kV EPASA                / TERMONORDESTE        C B1 PB          ;LTR;COMPLEMENTAR   ;CENTRAIS ELÉTRICAS DA PARAÍBA S.A                              ;;;;;;;;0.01;0.01;0;0;;230;;24/12/2010;31/01/2011
BAUGU ;BAUGU-2GBL-2        ;LT  230 kV UTE GLOBAL I         / GLOBAL               C T2 BA          ;LTR;COMPLEMENTAR   ;COMPANHIA ENERGETICA CANDEIAS                                  ;;;;;;;;0.01;0.01;0;0;;230;;07/05/2010;30/06/2010
BAUGU ;BAUGU-2GBL-1        ;LT  230 kV UTE GLOBAL I         / GLOBAL               C T1 BA          ;LTR;COMPLEMENTAR   ;COMPANHIA ENERGETICA CANDEIAS                                  ;;;;;;;;0.01;0.01;0;0;;230;;07/05/2010;30/06/2010
BAUGD ;BAUGD-2GBL-2        ;LT  230 kV UTE GLOBAL II        / GLOBAL               C T4 BA          ;LTR;COMPLEMENTAR   ;COMPANHIA ENERGETICA CANDEIAS                                  ;;;;;;;;0.01;0.01;0;0;;230;;20/05/2010;30/06/2010
BAUGD ;BAUGD-2GBL-1        ;LT  230 kV UTE GLOBAL II        / GLOBAL               C T3 BA          ;LTR;COMPLEMENTAR   ;COMPANHIA ENERGETICA CANDEIAS                                  ;;;;;;;;0.01;0.01;0;0;;230;;20/05/2010;30/06/2010
MGBGR ;MGBGR-2UBAG4        ;LT  230 kV BAGUARI-SE           / BAGUARI              C 4  MG          ;LTR;COMPLEMENTAR   ;Baguari I Geração de Energia Elétrica S.A                      ;;;;;;;;0.01;0.02;0;1;;230;;19/05/2010;31/05/2010
MGBGR ;MGBGR-2UBAG1        ;LT  230 kV BAGUARI-SE           / BAGUARI              C 1  MG          ;LTR;COMPLEMENTAR   ;Baguari I Geração de Energia Elétrica S.A                      ;;;;;;;;0.01;0.02;0;1;;230;;09/09/2009;30/09/2009
MGBGR ;MGBGR-2UBAG3        ;LT  230 kV BAGUARI-SE           / BAGUARI              C 3  MG          ;LTR;COMPLEMENTAR   ;Baguari I Geração de Energia Elétrica S.A                      ;;;;;;;;0.01;0.02;0;1;;230;;02/03/2010;01/03/2010
MGBGR ;MGBGR-2UBAG2        ;LT  230 kV BAGUARI-SE           / BAGUARI              C 2  MG          ;LTR;COMPLEMENTAR   ;Baguari I Geração de Energia Elétrica S.A                      ;;;;;;;;0.01;0.02;0;1;;230;;28/11/2009;01/01/2010
PRSGD1;PRSGD-5GNB-4        ;LT  525 kV SEGREDO              / NEY BRAGA            C 4  PR          ;LTR;COMPLEMENTAR   ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;;;;;;0.01;0.02;0;0;;525;;10/12/1993;
PRSGD1;PRSGD-5GNB-1        ;LT  525 kV SEGREDO              / NEY BRAGA            C 1  PR          ;LTR;COMPLEMENTAR   ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;;;;;;0.01;0.02;0;0;;525;;26/09/1992;
PRSGD1;PRSGD-5GNB-3        ;LT  525 kV SEGREDO              / NEY BRAGA            C 3  PR          ;LTR;COMPLEMENTAR   ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;;;;;;0.01;0.02;0;0;;525;;26/03/1993;
PRSGD1;PRSGD-5GNB-2        ;LT  525 kV SEGREDO              / NEY BRAGA            C 2  PR          ;LTR;COMPLEMENTAR   ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;;;;;;0.01;0.02;0;0;;525;;18/12/1992;
PRGPS ;PRGPS-2GPSU4        ;LT  230 kV PARIGOT SOUZA        / USI PAR.SOUZA        C 4  PR          ;LTR;COMPLEMENTAR   ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;;;;;;0.03;0.07;3;0;;230;;31/12/1990;
PRGPS ;PRGPS-2GPSU3        ;LT  230 kV PARIGOT SOUZA        / USI PAR.SOUZA        C 3  PR          ;LTR;COMPLEMENTAR   ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;;;;;;0.03;0.07;3;0;;230;;31/12/1990;
PRGPS ;PRGPS-2GPSU2        ;LT  230 kV PARIGOT SOUZA        / USI PAR.SOUZA        C 2  PR          ;LTR;COMPLEMENTAR   ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;;;;;;0.03;0.07;3;0;;230;;31/12/1990;
PRGPS ;PRGPS-2GPSU1        ;LT  230 kV PARIGOT SOUZA        / USI PAR.SOUZA        C 1  PR          ;LTR;COMPLEMENTAR   ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;;;;;;0.03;0.07;3;0;;230;;31/12/1990;
SPNPI ;SPNPI-2PIR-1        ;LT  230 kV NOV.PIRATININGA      / PIRATININGA          C 1  SP          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.01;0.01;0;0;;230;;23/04/2002;
SPNPI ;SPNPI-2PIR-2        ;LT  230 kV NOV.PIRATININGA      / PIRATININGA          C 2  SP          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.01;0.01;0;0;;230;;22/07/2002;
SPNPI ;SPNPI-0PIR-3        ;LT   88 kV NOV.PIRATININGA      / PIRATININGA          C 3  SP          ;LTR;COMPLEMENTAR   ;ISA ENERGIA BRASIL S.A.                                        ;;;;;;;;0.01;0.01;0;0;;88;;26/05/2003;25/11/2002
SPNPI ;SPNPI-0PIR-4        ;LT   88 kV NOV.PIRATININGA      / PIRATININGA          C 4  SP          ;LTR;COMPLEMENTAR   ;ISA ENERGIA BRASIL S.A.                                        ;;;;;;;;0.01;0.01;0;0;;88;;04/07/2003;20/12/2002
RSUTCA;RSUTCA2CNA22        ;LT  230 kV CANOAS               / CANOAS 2             C 2  RS          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;2907/11   ;;;;;;;0.01;0.01;0;3;;230;;14/03/2015;31/03/2015
RSUTCA;RSUTCA2CNA21        ;LT  230 kV CANOAS               / CANOAS 2             C 1  RS          ;LTR;COMPLEMENTAR   ;PETROLEO BRASILEIRO S A PETROBRAS                              ;;;;;;;;0.01;0.01;0;3;;230;;25/09/2002;
BAUSD ;BAUSD-2ABX-1        ;LT  230 kV P. AFONSO II         / ABAIXADORA           C J4 BA          ;LTR;COMPLEMENTAR   ;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;;;;;;0.00;0.01;0;1;;230;;31/12/1990;
SCUHMA;SCUHMA5MCH-3        ;LT  525 kV U.MACHADINHO         / MACHADINHO           C 3  SC          ;LTR;COMPLEMENTAR   ;ENGIE BRASIL ENERGIA S.A.                                      ;;;;;;;;0.01;0.02;0;0;;525;;16/07/2002;
SCUHMA;SCUHMA5MCH-1        ;LT  525 kV U.MACHADINHO         / MACHADINHO           C 1  SC          ;LTR;COMPLEMENTAR   ;ENGIE BRASIL ENERGIA S.A.                                      ;;;;;;;;0.01;0.02;0;0;;525;;16/02/2002;
SCUHMA;SCUHMA5MCH-2        ;LT  525 kV U.MACHADINHO         / MACHADINHO           C 2  SC          ;LTR;COMPLEMENTAR   ;ENGIE BRASIL ENERGIA S.A.                                      ;;;;;;;;0.01;0.02;0;0;;525;;30/04/2002;
SCJLB ;SCJLB-2UTLC1        ;LT  230 kV J.LACERDA-B          / U.JLACERDA C         C 1  SC          ;LTR;COMPLEMENTAR   ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;;;;;;0.01;0.06;0;1;;230;;01/11/1996;
SCJLB ;SCJLB-2UTLB4        ;LT  230 kV J.LACERDA-B          / U.JLACERDA B         C 4  SC          ;LTR;COMPLEMENTAR   ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;;;;;;0.01;0.02;0;0;;230;;15/11/1979;
SCJLB ;SCJLB-2UTLB1        ;LT  230 kV J.LACERDA-B          / U.JLACERDA B         C 1  SC          ;LTR;COMPLEMENTAR   ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;;;;;;0.01;0.02;0;0;;230;;15/11/1979;
SCJLB ;SCJLB-2UTLB3        ;LT  230 kV J.LACERDA-B          / U.JLACERDA B         C 3  SC          ;LTR;COMPLEMENTAR   ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;;;;;;0.01;0.02;0;0;;230;;15/11/1979;
SCJLB ;SCJLB-2UTLB2        ;LT  230 kV J.LACERDA-B          / U.JLACERDA B         C 2  SC          ;LTR;COMPLEMENTAR   ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;;;;;;0.01;0.02;0;0;;230;;15/11/1979;
SCJLA ;SCJLA-2UTLA4        ;LT  230 kV J.LACERDA-A          / U.JLACERDA A         C 6  SC          ;LTR;COMPLEMENTAR   ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;;;;;;0.01;0.02;0;0;;230;;26/03/1973;
SCJLA ;SCJLA-2UTLA3        ;LT  230 kV J.LACERDA-A          / U.JLACERDA A         C 4  SC          ;LTR;COMPLEMENTAR   ;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;;;;;;0.01;0.02;0;0;;230;;14/02/1974;
MGITSE;MGITSE3STIT2        ;LT  345 kV ITUTINGA-SE          / ITUTINGA             C 2  MG          ;LTR;COMPLEMENTAR   ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;;;;;;0.01;0.01;0;0;;345;;31/12/1990;
MGITSE;MGITSE3STIT1        ;LT  345 kV ITUTINGA-SE          / ITUTINGA             C 1  MG          ;LTR;COMPLEMENTAR   ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;;;;;;0.01;0.01;0;0;;345;;31/12/1990;
CECAL ;CECAL-2QXR-1        ;LT  230 kV CALCARIO             / QUIXERE              C P1 CE          ;LTR;COMPLEMENTAR   ;APODI I ENERGIA SPE S/A                                        ;;;;;;;;0.01;0.03;0;1;;230;;28/11/2018;30/06/2018
AMCR-1;AMCR--2FG--1        ;LT  230 kV CRISTIANO ROCHA      / PR.FIGUEIREDO        C 1  AM          ;LTR;BASICA         ;ENERGISA AMAZONAS TRANSMISSORA DE ENERGIA S.A.                 ;001/2020  ;1240;1548;1240;1548;;;0.93;6.44;23;98;;230;;05/06/2024;31/03/2026
APLAL ;APLRJ-2MCT-1        ;LT  230 kV LARANJAL             / MACAPA III           C 1  AP          ;LTR;BASICA         ;TRANSMISSORA AMAPAR II SPE S.A.                                ;001/2022  ;1500;2000;1500;2000;;;1.74;13.16;66;217;;230;30/10/2021;;30/09/2026
APMCP ;APMCP-2MCT-1        ;LT  230 kV MACAPA               / MACAPA III           C 1  AP          ;LTR;BASICA         ;ENERGISA AMAPA TRANSMISSORA DE ENERGIA S.A.                    ;002/2021  ;1500;2000;1500;2000;;;0.08;0.65;3;10;;230;30/10/2021;08/12/2024;29/11/2024
BAALG ;BAALD-2CTU-1        ;LT  230 kV ALAGOINHAS II        / CATU                 C 1  BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;12983/22  ;;;;;;;;;;1;;230;31/08/2021;;11/11/2025
BABAR ;BABAR-5BTR-1        ;LT  500 kV BARRA II             / BURITIRAMA           C 1  BA          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;01/2023   ;;;;;;;0.07;1.15;167;108;;500;30/12/2022;;29/03/2029
BABAR ;BABAR-5CORT1        ;LT  500 kV BARRA II             / CORRENTINA           C 1  BA          ;LTR;BASICA         ;;01/2023   ;;;;;;;0.15;2.13;623;285;;500;30/12/2022;;30/12/2022
BABJD ;BABJD-5CORT1        ;LT  500 kV BOM.JES.LAPA II      / CORRENTINA           C 1  BA          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;01/2023   ;;;;;;;0.12;1.75;250;0;;500;30/12/2022;;30/12/2022
BABRA ;BABRA-2BRD-3        ;LT  230 kV BARREIRAS            / BARREIRAS II         C L8 BA          ;LTR;BASICA         ;RIALMA TRANSMISSORA DE ENERGIA IV LTDA.                        ;002/2021  ;1440;2000;1440;2000;;;0.14;1.21;5;147;;230;31/01/2024;07/08/2023;30/09/2025
BACF2 ;BACFO-5BAR-1        ;LT  500 kV CAMPO FORMOSOII      / BARRA II             C 1  BA          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;01/2023   ;;;;;;;0.21;3.27;491;312;;500;30/12/2022;;28/03/2029
BACORT;BACORT5ARI21MG      ;LT  500 kV CORRENTINA           / ARINOS 2             C 1  BA/MG       ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;01/2023   ;;;;;;;0.16;2.31;679;309;;500;30/12/2022;;29/03/2029
BACORT;BACORT5RDE-1        ;LT  500 kV CORRENTINA           / RIO DAS EGUAS        C 1  BA          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;01/2023   ;;;;;;;0.12;1.75;250;0;;500;30/12/2022;;30/12/2022
BAIGT ;BAIGT-5JUSS1        ;LT  500 kV IGAPORA III          / JUSSIAPE             C 1  BA          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;01/2024   ;;;;;;;0.10;1.64;239;1;;500;30/12/2022;;30/12/2022
BAJUSS;BAJUSS5ICA-1        ;LT  500 kV JUSSIAPE             / IBICOARA             C 1  BA          ;LTR;BASICA         ;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;01/2024   ;;;;;;;0.02;0.25;36;1;;500;30/12/2022;;30/12/2022
BAJZT ;BAJZT-5CFO-1        ;LT  500 kV JUAZEIRO III         / CAMPO FORMOSOII      C 1  BA          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;01/2023   ;;;;;;;0.07;1.08;157;101;;500;30/12/2022;;29/03/2029
BAMDN2;BAMDN22TFD-1        ;LT  230 kV MEDEIROS NETOII      / TEIX FREITAS II      C N7 BA          ;LTR;BASICA         ;NEOENERGIA MORRO DO CHAPEU TRANSMISSAO E ENERGIA S.A.          ;001/2020  ;885;1200;885;1200;;;0.74;5.20;10;57;;230;30/12/2020;03/02/2024;06/12/2023
BAALG ;BAOLD-2ALD-1        ;LT  230 kV ALAGOINHAS II        / OLINDINA             C L8 BA          ;LTR;BASICA         ;CHESF - Companhia Hidro Elétrica do São Francisco              ;12983/22  ;;;;;;;0.44;1.15;3;1;;230;31/08/2021;;11/11/2025
BAOLD ;BAOLD-2ITH-1SE      ;LT  230 kV OLINDINA             / ITABAIANINHA         C 1  BA/SE       ;LTR;BASICA         ;SERRA NEGRA TRANSMISSÃO DE ENERGIA S.A.                        ;001/2022  ;1465;2035;1465;2035;;;;;;73;;230;31/10/2021;;30/03/2026
BAUST ;BAUST-2NSG-1SE      ;LT  230 kV P. AFONSO III        / NSA S DGLORIAII      C 1  BA/SE       ;LTR;BASICA         ;SERRA NEGRA TRANSMISSÃO DE ENERGIA S.A.                        ;1/2022    ;;;;;;;;;;20;;230;30/12/2026;;31/12/2026
ESSJND;ESJNE25STVD1        ;LT  500 kV JOAO NEIVA 2         / VIANA 2              C 1  ES          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;01/2022   ;2965;4000;2965;4000;;;0.04;0.59;168;78;;500;30/12/2022;;30/09/2027
ESSTAE;ESSTVA3STVD3        ;LT  345 kV VIANA                / VIANA 2              C 3  ES          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;01/2022   ;1755;2100;1755;2100;;;0.03;0.37;6;8;;345;30/12/2002;;30/09/2027
MAAC  ;MAAC--5SLT-1        ;LT  500 kV ACAILANDIA           / STA LUZIA III        C 1  MA          ;LTR;BASICA         ;INTEGRAÇÃO MARANHENSE TRANSMISSORA DE ENERGIA S.A.             ;02/2022   ;;;;;;;0.12;1.91;419;2;;500;31/01/2026;;31/01/2026
MAEN  ;MAENO-2SLT-1        ;LT  230 kV ENCRUZO NOVO         / STA LUZIA III        C 1  MA          ;LTR;BASICA         ;TANGARÁ TRANSMISSORA DE ENERGIA ELETRICA S/A                   ;02/2022   ;;;;;;;;;;203;;230;31/12/2022;;30/01/2026
MASLT ;MASLT-5MR--1        ;LT  500 kV STA LUZIA III        / MIRANDA II           C 1  MA          ;LTR;BASICA         ;INTEGRAÇÃO MARANHENSE TRANSMISSORA DE ENERGIA S.A.             ;02/2022   ;;;;;;;0.08;1.28;278;2;;500;31/01/2026;;31/01/2026
MGBDE3;MGBDE35SGPA2        ;LT  500 kV B.DESPACHO 3         / S. G. DO PARA        C 2  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;001/2022  ;;;;;;;0.01;0.02;;1;;500;30/04/2023;;30/09/2027
MGBRZ3;MGBRZ33TMSE1        ;LT  345 kV BURITIZEIRO 3        / TRES MARIAS-SE       C 1  MG          ;LTR;BASICA         ;SOLARIS TRANSMISSÃO DE ENERGIA S.A.                            ;001/2022  ;;;;;;;0.26;3.18;55;16;;345;30/04/2027;;30/09/2027
MGBRZ3;MGBRZ33VPAL1        ;LT  345 kV BURITIZEIRO 3        / VARZEA PALMA1        C 1  MG          ;LTR;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;001/2022  ;;;;;;;;;;37;;345;30/04/2023;;30/09/2027
MGBRZ3;MGBRZ35SGOT1        ;LT  500 kV BURITIZEIRO 3        / SAO GOTARDO 2        C 1  MG          ;LTR;BASICA         ;VERDE TRANSMISSAO DE ENERGIA S.A.                              ;001/2022  ;2965;4000;2965;4000;;;0.01;0.02;;238;;500;30/04/2023;;30/09/2027
MGBRZ3;MGBRZ35SGPA1        ;LT  500 kV BURITIZEIRO 3        / S. G. DO PARA        C 1  MG          ;LTR;BASICA         ;VERDE TRANSMISSAO DE ENERGIA S.A.                              ;001/2022  ;2965;4000;2965;4000;;;0.01;0.02;;352;;500;30/04/2023;;29/09/2027
MGCAP3;MGCAP35ITB51        ;LT  500 kV CAPELINHA 3          / ITABIRA 5            C 1  MG          ;LTR;BASICA         ;GRANDE SERTAO II TRANSMISSORA DE ENERGIA S/A                   ;01/2024   ;;;;;;;0.13;1.81;524;240;;500;30/12/2022;;30/12/2022
MGCAP3;MGCAP35SJDP1        ;LT  500 kV CAPELINHA 3          / S J DO PARAISO       C 1  MG          ;LTR;BASICA         ;GRANDE SERTAO II TRANSMISSORA DE ENERGIA S/A                   ;01/2024   ;;;;;;;0.14;1.91;557;255;;500;30/12/2022;;30/12/2029
MGSTES;MGEST-5JGSE2        ;LT  500 kV ESTREITO             / JAGUARA-SE           C 2  MG          ;LTR;BASICA         ;VERDE TRANSMISSAO DE ENERGIA S.A.                              ;001/2022  ;2940;4000;2940;4000;;;0.04;0.58;59;46;;500;30/04/2023;;30/09/2027
MGGOB ;MGGOB-3ITO21        ;LT  345 kV GERDAU O.BRANCO      / ITABIRITO 2          C 1  MG          ;LTR;BASICA         ;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ;0076/22   ;;;;;;;0.11;0.94;17;31;;345;;01/05/2025;30/12/2023
MGHVAL;MGHVAL3PI2-1        ;LT  345 kV VARZEA PALMA 4       / PIRAPORA 2           C 1  MG          ;LTR;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;;1879;1879;1879;1879;;;0.13;1.32;22;42;;345;;22/08/2023;04/10/2022
MGHVAL;MGHVAL3VPAL1        ;LT  345 kV VARZEA PALMA 4       / VARZEA PALMA1        C 1  MG          ;LTR;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;;1879;1879;1879;1879;;;0.04;0.37;6;12;;345;;22/08/2023;04/10/2022
MGITB2;MGITO25SDU21        ;LT  500 kV ITABIRITO 2          / SANT.DUMONT 2        C 1  MG          ;LTR;BASICA         ;Cymi do Brasil - Projetos e Servicos Ltda                      ;001/2022  ;2940;4000;2940;4000;;;0.12;1.80;184;142;;500;30/04/2023;;30/09/2027
MGNP3 ;MGNP3-5NPON1        ;LT  500 kV NOVA PONTE 3         / NOVA PONTE           C 1  MG          ;LTR;BASICA         ;LT TRIÂNGULO S.A.                                              ;001/2022  ;2925;3480;2925;3480;;;0.03;0.46;37;36;;500;30/12/2023;;30/09/2027
MGOPR2;MGOPR25SGPA2        ;LT  500 kV OURO PRETO 2         / S. G. DO PARA        C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;001/2022  ;;;;;;;0.01;0.02;;1;;500;30/04/2023;;30/09/2027
MGPPA2;MGPPA25MTUM1        ;LT  500 kV PE. PARAISO 2        / MUTUM                C 1  MG          ;LTR;BASICA         ;TPC - TRANSMISSORA PARAISO DO CAFE S.A.                        ;001/2024  ;;;;;;;0.18;2.52;746;334;;500;30/12/2022;;30/12/2029
MGPPA2;MGPPA25SJDP1        ;LT  500 kV PE. PARAISO 2        / S J DO PARAISO       C 1  MG          ;LTR;BASICA         ;TPC - TRANSMISSORA PARAISO DO CAFE S.A.                        ;001/2024  ;;;;;;;0.10;1.31;374;175;;500;30/12/2022;;30/12/2029
MGSDU ;MGSDU23JFOR2        ;LT  345 kV SANT.DUMONT 2        / JUIZ DE FORA1        C 2  MG          ;LTR;BASICA         ;COMPANHIA TRANSUDESTE DE TRANSMISSÃO.                          ;001/2022  ;;;;;;;;;;9;;345;30/04/2023;;30/09/2027
MGSTBB;MGSTBB3GOB-1        ;LT  345 kV BARRO BRANCO         / GERDAU O.BRANCO      C 1  MG          ;LTR;BASICA         ;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ;0076/22   ;;;;;;;0.18;1.57;28;52;;345;;01/05/2025;30/12/2023
MGSTIT;MGSTIT3SDU21        ;LT  345 kV ITUTINGA             / SANT.DUMONT 2        C 1  MG          ;LTR;BASICA         ;COMPANHIA TRANSUDESTE DE TRANSMISSÃO.                          ;001/2022  ;;;;;;;;;;9;;345;30/04/2023;;30/09/2027
MGUSIM;MGUSIM5NP3-1        ;LT  500 kV ITUMBIARA            / NOVA PONTE 3         C 1  MG          ;LTR;BASICA         ;LT TRIÂNGULO S.A.                                              ;001/2022  ;2925;3480;2925;3480;;;0.18;2.60;209;36;;500;30/12/2023;;30/09/2027
MTCUN ;MTCNO-5CB--1        ;LT  500 kV CUIABA NORTE         / SE CUIABA            C 1  MT          ;LTR;BASICA         ;SPE SANTA LUCIA TRANSMISSORA DE ENERGIA S.A.                   ;001/2021  ;;;;;;;0.02;0.23;20;1;;500;31/01/2024;;28/10/2024
MTJU  ;MTJU--5CNO-1        ;LT  500 kV JAURU                / CUIABA NORTE         C 1  MT          ;LTR;BASICA         ;SPE SANTA LUCIA TRANSMISSORA DE ENERGIA S.A.                   ;001/2021  ;;;;;;;0.29;4.34;390;1;;500;31/01/2024;;28/10/2024
PIBEA ;PIBEA-5GAR-1MA      ;LT  500 kV B. ESPERANCA         / GRAÇA ARANHA         C 1  PI/MA       ;LTR;BASICA         ;ENERGISA TRANSMISSAO DE ENERGIA S.A.                           ;01/2024   ;;;;;;;0.15;2.23;242;182;;500;30/12/2022;;30/06/2030
PICHP3;PICHP32CRA21CE      ;LT  230 kV CHAPADA III          / CRATO II             C 1  PI/CE       ;LTR;BASICA         ;SPE NOVA ERA INTEGRACAO TRANSMISSORA S.A.                      ;01/2024   ;;;;;;;1.89;13.16;25;142;;230;31/03/2024;;30/12/2029
PIGBD ;PIGBD-5MC--2TO      ;LT  500 kV GILBUES II           / MIRACEMA             C 2  PI/TO       ;LTR;BASICA         ;;;4545;5405;4545;5405;;;;0.01;;410;;500;31/01/2013;;09/09/9999
PITEIV;PITEIV5GAR-1MA      ;LT  500 kV TERESINA IV          / GRAÇA ARANHA         C 1  PI/MA       ;LTR;BASICA         ;ENERGISA TRANSMISSAO DE ENERGIA S.A.                           ;001/2024  ;;;;;;;;;;216;;500;30/10/2022;;30/03/2030
PRCEL ;PRCEL-2FOC-2        ;LT  230 kV CASCAVEL             / FOZ DO CHOPIM        C 2  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;13573/23  ;812;950;812;950;;;;;;2;;230;30/12/2021;;13/02/2026
PRFOC ;PRFOC-2SOS-3        ;LT  230 kV FOZ DO CHOPIM        / S. OSORIO            C 3  PR          ;LTR;BASICA         ;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;13573/23  ;812;950;812;950;;;;;;2;;230;30/12/2021;;13/02/2026
RJCPJ ;RJCPJ-3SEVP1        ;LT  345 kV COMPERJ              / VENDA PEDRAS         C 1  RJ          ;LTR;BASICA         ;SSP TRANSMISSORA DE ENERGIA S.A.                               ;001/2021  ;2300;3105;2300;3105;;;0.04;0.45;10;18;;345;31/01/2025;;04/05/2026
RJLGO ;RJLGO-3SEVP1        ;LT  345 kV LAGOS                / VENDA PEDRAS         C 1  RJ          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;13338/22  ;;;;;;;0.01;0.02;;2;;345;30/11/2022;;16/12/2025
RJSTMH;RJSTMH3LGO-3        ;LT  345 kV MACAE MERCHAN        / LAGOS                C 3  RJ          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;13338/22  ;;;;;;;0.01;0.02;;2;;345;30/11/2022;;16/12/2025
ROAN  ;ROAN--2RB--3AC      ;LT  230 kV ABUNA                / RIO BRANCO I         C 3  RO/AC       ;LTR;BASICA         ;EDP TRANSMISSÃO NORTE S.A.                                     ;001/2021  ;1500;2050;1500;2050;;;2.21;17.05;85;305;;230;31/01/2022;13/07/2024;17/05/2024
RSCAC3;RSCAC32CNA21        ;LT  230 kV CACHOEIRINHA3        / CANOAS 2             C 1  RS          ;LTR;BASICA         ;CPFL TRANSMISSAO S.A.                                          ;;729;919;729;919;;;0.10;0.52;1;6;;230;;26/11/2023;30/09/2024
